"record_type","item_id","name","quality","base_value","shape","drop_id","ref_id","weight","ref_type"
"DROP","0","0","0","0","0","1104","1104006","126","110"
"DROP","0","0","0","0","0","1104","1104001","220","110"
"DROP","0","0","0","0","0","1104","1104007","95","110"
"DROP","0","0","0","0","0","1104","1104005","169","110"
"DROP","0","0","0","0","0","1104","1104004","169","110"
"DROP","0","0","0","0","0","1104","1104010","72","110"
"DROP","0","0","0","0","0","1104","1104003","133","110"
"DROP","0","0","0","0","0","1105","1105009","794","110"
"DROP","0","0","0","0","0","1105","1105007","804","110"
"DROP","0","0","0","0","0","1105","1105003","174","110"
"DROP","0","0","0","0","0","1105","1105002","260","110"
"DROP","0","0","0","0","0","1105","1035001","225","110"
"DROP","0","0","0","0","0","1105","1065008","351","110"
"DROP","0","0","0","0","0","1105","1105005","335","110"
"DROP","0","0","0","0","0","1105","1105001","291","110"
"DROP","0","0","0","0","0","1105","1105004","187","110"
"DROP","0","0","0","0","0","1105","1105010","116","110"
"DROP","0","0","0","0","0","1105","1105008","169","110"
"DROP","0","0","0","0","0","1105","1105006","174","110"
"DROP","0","0","0","0","0","1105","1065011","87","110"
"DROP","0","0","0","0","0","1105","1105011","129","110"
"DROP","0","0","0","0","0","1106","1026003","4280","110"
"DROP","0","0","0","0","0","1106","1066003","3979","110"
"DROP","0","0","0","0","0","1106","1106008","6637","110"
"DROP","0","0","0","0","0","1106","1106003","5983","110"
"DROP","0","0","0","0","0","1106","1106007","5699","110"
"DROP","0","0","0","0","0","1106","1036003","3887","110"
"DROP","0","0","0","0","0","1106","1106012","2339","110"
"DROP","0","0","0","0","0","1106","1106009","653","110"
"DROP","0","0","0","0","0","1106","1106010","663","110"
"DROP","0","0","0","0","0","1106","1106002","8435","110"
"DROP","0","0","0","0","0","1106","1106011","837","110"
"DROP","0","0","0","0","0","1106","1106005","6001","110"
"DROP","0","0","0","0","0","1106","1106004","5380","110"
"DROP","0","0","0","0","0","1106","1106006","3639","110"
"DROP","0","0","0","0","0","1106","1016006","1855","110"
"DROP","0","0","0","0","0","1106","1106001","4360","110"
"DROP","0","0","0","0","0","1106","1006001","5","100"
"DROP","0","0","0","0","0","1108","1026003","4089","110"
"DROP","0","0","0","0","0","1108","1106008","7012","110"
"DROP","0","0","0","0","0","1108","1106003","6513","110"
"DROP","0","0","0","0","0","1108","1106007","5666","110"
"DROP","0","0","0","0","0","1108","1106002","8168","110"
"DROP","0","0","0","0","0","1108","1106005","5881","110"
"DROP","0","0","0","0","0","1108","1106004","5380","110"
"DROP","0","0","0","0","0","1109","1026003","4074","110"
"DROP","0","0","0","0","0","1109","1066003","3712","110"
"DROP","0","0","0","0","0","1109","1106008","7011","110"
"DROP","0","0","0","0","0","1109","1106003","6358","110"
"DROP","0","0","0","0","0","1109","1106007","5667","110"
"DROP","0","0","0","0","0","1109","1036003","3602","110"
"DROP","0","0","0","0","0","1109","1106012","2366","110"
"DROP","0","0","0","0","0","1109","1106002","8032","110"
"DROP","0","0","0","0","0","1109","1106005","6005","110"
"DROP","0","0","0","0","0","1109","1106004","5037","110"
"DROP","0","0","0","0","0","1109","1106006","3684","110"
"DROP","0","0","0","0","0","1109","1016006","1926","110"
"DROP","0","0","0","0","0","1109","1106001","4270","110"
"DROP","0","0","0","0","0","2001","101101","300","9999"
"DROP","0","0","0","0","0","2001","101201","320","9999"
"DROP","0","0","0","0","0","2001","101301","300","9999"
"DROP","0","0","0","0","0","2001","101401","80","9999"
"DROP","0","0","0","0","0","2001","101501","20","9999"
"DROP","0","0","0","0","0","2001","101601","2","9999"
"DROP","0","0","0","0","0","2002","101102","300","9999"
"DROP","0","0","0","0","0","2002","101202","320","9999"
"DROP","0","0","0","0","0","2002","101302","300","9999"
"DROP","0","0","0","0","0","2002","101402","80","9999"
"DROP","0","0","0","0","0","2002","101502","20","9999"
"DROP","0","0","0","0","0","2002","101602","2","9999"
"DROP","0","0","0","0","0","2003","101103","300","9999"
"DROP","0","0","0","0","0","2003","101203","320","9999"
"DROP","0","0","0","0","0","2003","101303","300","9999"
"DROP","0","0","0","0","0","2003","101403","80","9999"
"DROP","0","0","0","0","0","2003","101503","20","9999"
"DROP","0","0","0","0","0","2003","101603","2","9999"
"DROP","0","0","0","0","0","2004","101104","300","9999"
"DROP","0","0","0","0","0","2004","101204","320","9999"
"DROP","0","0","0","0","0","2004","101304","300","9999"
"DROP","0","0","0","0","0","2004","101404","80","9999"
"DROP","0","0","0","0","0","2004","101504","20","9999"
"DROP","0","0","0","0","0","2004","101604","2","9999"
"DROP","0","0","0","0","0","2005","101105","300","9999"
"DROP","0","0","0","0","0","2005","101205","320","9999"
"DROP","0","0","0","0","0","2005","101305","300","9999"
"DROP","0","0","0","0","0","2005","101405","80","9999"
"DROP","0","0","0","0","0","2005","101505","20","9999"
"DROP","0","0","0","0","0","2005","101605","2","9999"
"DROP","0","0","0","0","0","2006","101106","300","9999"
"DROP","0","0","0","0","0","2006","101206","320","9999"
"DROP","0","0","0","0","0","2006","101306","300","9999"
"DROP","0","0","0","0","0","2006","101406","80","9999"
"DROP","0","0","0","0","0","2006","101506","20","9999"
"DROP","0","0","0","0","0","2006","101606","2","9999"
"DROP","0","0","0","0","0","2007","101107","300","9999"
"DROP","0","0","0","0","0","2007","101207","320","9999"
"DROP","0","0","0","0","0","2007","101307","300","9999"
"DROP","0","0","0","0","0","2007","101407","80","9999"
"DROP","0","0","0","0","0","2007","101507","20","9999"
"DROP","0","0","0","0","0","2007","101607","2","9999"
"DROP","0","0","0","0","0","2011","102101","200","9999"
"DROP","0","0","0","0","0","2011","102201","300","9999"
"DROP","0","0","0","0","0","2011","102301","330","9999"
"DROP","0","0","0","0","0","2011","102401","150","9999"
"DROP","0","0","0","0","0","2011","102501","40","9999"
"DROP","0","0","0","0","0","2011","102601","8","9999"
"DROP","0","0","0","0","0","2012","102102","200","9999"
"DROP","0","0","0","0","0","2012","102202","300","9999"
"DROP","0","0","0","0","0","2012","102302","330","9999"
"DROP","0","0","0","0","0","2012","102402","150","9999"
"DROP","0","0","0","0","0","2012","102502","40","9999"
"DROP","0","0","0","0","0","2012","102602","8","9999"
"DROP","0","0","0","0","0","2013","102103","200","9999"
"DROP","0","0","0","0","0","2013","102203","300","9999"
"DROP","0","0","0","0","0","2013","102303","330","9999"
"DROP","0","0","0","0","0","2013","102403","150","9999"
"DROP","0","0","0","0","0","2013","102503","40","9999"
"DROP","0","0","0","0","0","2013","102603","8","9999"
"DROP","0","0","0","0","0","2014","102104","200","9999"
"DROP","0","0","0","0","0","2014","102204","300","9999"
"DROP","0","0","0","0","0","2014","102304","330","9999"
"DROP","0","0","0","0","0","2014","102404","150","9999"
"DROP","0","0","0","0","0","2014","102504","40","9999"
"DROP","0","0","0","0","0","2014","102604","8","9999"
"DROP","0","0","0","0","0","2015","102105","200","9999"
"DROP","0","0","0","0","0","2015","102205","300","9999"
"DROP","0","0","0","0","0","2015","102305","330","9999"
"DROP","0","0","0","0","0","2015","102405","150","9999"
"DROP","0","0","0","0","0","2015","102505","40","9999"
"DROP","0","0","0","0","0","2015","102605","8","9999"
"DROP","0","0","0","0","0","2021","103101","130","9999"
"DROP","0","0","0","0","0","2021","103201","250","9999"
"DROP","0","0","0","0","0","2021","103301","300","9999"
"DROP","0","0","0","0","0","2021","103401","400","9999"
"DROP","0","0","0","0","0","2021","103501","100","9999"
"DROP","0","0","0","0","0","2021","103601","35","9999"
"DROP","0","0","0","0","0","2022","103102","130","9999"
"DROP","0","0","0","0","0","2022","103202","250","9999"
"DROP","0","0","0","0","0","2022","103302","300","9999"
"DROP","0","0","0","0","0","2022","103402","400","9999"
"DROP","0","0","0","0","0","2022","103502","100","9999"
"DROP","0","0","0","0","0","2022","103602","35","9999"
"DROP","0","0","0","0","0","2023","103103","130","9999"
"DROP","0","0","0","0","0","2023","103203","250","9999"
"DROP","0","0","0","0","0","2023","103303","300","9999"
"DROP","0","0","0","0","0","2023","103403","400","9999"
"DROP","0","0","0","0","0","2023","103503","100","9999"
"DROP","0","0","0","0","0","2023","103603","35","9999"
"DROP","0","0","0","0","0","2024","103104","130","9999"
"DROP","0","0","0","0","0","2024","103204","250","9999"
"DROP","0","0","0","0","0","2024","103304","300","9999"
"DROP","0","0","0","0","0","2024","103404","400","9999"
"DROP","0","0","0","0","0","2024","103504","100","9999"
"DROP","0","0","0","0","0","2024","103604","35","9999"
"DROP","0","0","0","0","0","2025","103105","130","9999"
"DROP","0","0","0","0","0","2025","103205","250","9999"
"DROP","0","0","0","0","0","2025","103305","300","9999"
"DROP","0","0","0","0","0","2025","103405","400","9999"
"DROP","0","0","0","0","0","2025","103505","100","9999"
"DROP","0","0","0","0","0","2025","103605","35","9999"
"DROP","0","0","0","0","0","2026","103106","130","9999"
"DROP","0","0","0","0","0","2026","103206","250","9999"
"DROP","0","0","0","0","0","2026","103306","300","9999"
"DROP","0","0","0","0","0","2026","103406","400","9999"
"DROP","0","0","0","0","0","2026","103506","100","9999"
"DROP","0","0","0","0","0","2026","103606","35","9999"
"DROP","0","0","0","0","0","2027","103107","130","9999"
"DROP","0","0","0","0","0","2027","103207","250","9999"
"DROP","0","0","0","0","0","2027","103307","300","9999"
"DROP","0","0","0","0","0","2027","103407","400","9999"
"DROP","0","0","0","0","0","2027","103507","100","9999"
"DROP","0","0","0","0","0","2027","103607","35","9999"
"DROP","0","0","0","0","0","2028","103108","130","9999"
"DROP","0","0","0","0","0","2028","103208","250","9999"
"DROP","0","0","0","0","0","2028","103308","300","9999"
"DROP","0","0","0","0","0","2028","103408","400","9999"
"DROP","0","0","0","0","0","2028","103508","100","9999"
"DROP","0","0","0","0","0","2028","103608","35","9999"
"DROP","0","0","0","0","0","2029","103109","130","9999"
"DROP","0","0","0","0","0","2029","103209","250","9999"
"DROP","0","0","0","0","0","2029","103309","300","9999"
"DROP","0","0","0","0","0","2029","103409","400","9999"
"DROP","0","0","0","0","0","2029","103509","100","9999"
"DROP","0","0","0","0","0","2029","103609","35","9999"
"DROP","0","0","0","0","0","2030","103110","130","9999"
"DROP","0","0","0","0","0","2030","103210","250","9999"
"DROP","0","0","0","0","0","2030","103310","300","9999"
"DROP","0","0","0","0","0","2030","103410","400","9999"
"DROP","0","0","0","0","0","2030","103510","100","9999"
"DROP","0","0","0","0","0","2030","103610","35","9999"
"DROP","0","0","0","0","0","2031","104101","80","9999"
"DROP","0","0","0","0","0","2031","104201","180","9999"
"DROP","0","0","0","0","0","2031","104301","340","9999"
"DROP","0","0","0","0","0","2031","104401","240","9999"
"DROP","0","0","0","0","0","2031","104501","100","9999"
"DROP","0","0","0","0","0","2031","104601","50","9999"
"DROP","0","0","0","0","0","2032","104102","80","9999"
"DROP","0","0","0","0","0","2032","104202","180","9999"
"DROP","0","0","0","0","0","2032","104302","340","9999"
"DROP","0","0","0","0","0","2032","104402","240","9999"
"DROP","0","0","0","0","0","2032","104502","100","9999"
"DROP","0","0","0","0","0","2032","104602","50","9999"
"DROP","0","0","0","0","0","2033","104103","80","9999"
"DROP","0","0","0","0","0","2033","104203","180","9999"
"DROP","0","0","0","0","0","2033","104303","340","9999"
"DROP","0","0","0","0","0","2033","104403","240","9999"
"DROP","0","0","0","0","0","2033","104503","100","9999"
"DROP","0","0","0","0","0","2033","104603","50","9999"
"DROP","0","0","0","0","0","2034","104104","80","9999"
"DROP","0","0","0","0","0","2034","104204","180","9999"
"DROP","0","0","0","0","0","2034","104304","340","9999"
"DROP","0","0","0","0","0","2034","104404","240","9999"
"DROP","0","0","0","0","0","2034","104504","100","9999"
"DROP","0","0","0","0","0","2034","104604","50","9999"
"DROP","0","0","0","0","0","2035","104105","80","9999"
"DROP","0","0","0","0","0","2035","104205","180","9999"
"DROP","0","0","0","0","0","2035","104305","340","9999"
"DROP","0","0","0","0","0","2035","104405","240","9999"
"DROP","0","0","0","0","0","2035","104505","100","9999"
"DROP","0","0","0","0","0","2035","104605","50","9999"
"DROP","0","0","0","0","0","2036","104106","80","9999"
"DROP","0","0","0","0","0","2036","104206","180","9999"
"DROP","0","0","0","0","0","2036","104306","340","9999"
"DROP","0","0","0","0","0","2036","104406","240","9999"
"DROP","0","0","0","0","0","2036","104506","100","9999"
"DROP","0","0","0","0","0","2036","104606","50","9999"
"DROP","0","0","0","0","0","2037","104107","80","9999"
"DROP","0","0","0","0","0","2037","104207","180","9999"
"DROP","0","0","0","0","0","2037","104307","340","9999"
"DROP","0","0","0","0","0","2037","104407","240","9999"
"DROP","0","0","0","0","0","2037","104507","100","9999"
"DROP","0","0","0","0","0","2037","104607","50","9999"
"DROP","0","0","0","0","0","2038","104108","80","9999"
"DROP","0","0","0","0","0","2038","104208","180","9999"
"DROP","0","0","0","0","0","2038","104308","340","9999"
"DROP","0","0","0","0","0","2038","104408","240","9999"
"DROP","0","0","0","0","0","2038","104508","100","9999"
"DROP","0","0","0","0","0","2038","104608","50","9999"
"DROP","0","0","0","0","0","2039","104109","80","9999"
"DROP","0","0","0","0","0","2039","104209","180","9999"
"DROP","0","0","0","0","0","2039","104309","340","9999"
"DROP","0","0","0","0","0","2039","104409","240","9999"
"DROP","0","0","0","0","0","2039","104509","100","9999"
"DROP","0","0","0","0","0","2039","104609","50","9999"
"DROP","0","0","0","0","0","2040","104110","80","9999"
"DROP","0","0","0","0","0","2040","104210","180","9999"
"DROP","0","0","0","0","0","2040","104310","340","9999"
"DROP","0","0","0","0","0","2040","104410","240","9999"
"DROP","0","0","0","0","0","2040","104510","100","9999"
"DROP","0","0","0","0","0","2040","104610","50","9999"
"DROP","0","0","0","0","0","2041","105101","80","9999"
"DROP","0","0","0","0","0","2041","105201","200","9999"
"DROP","0","0","0","0","0","2041","105301","240","9999"
"DROP","0","0","0","0","0","2041","105401","240","9999"
"DROP","0","0","0","0","0","2041","105501","120","9999"
"DROP","0","0","0","0","0","2041","105601","70","9999"
"DROP","0","0","0","0","0","2042","105102","80","9999"
"DROP","0","0","0","0","0","2042","105202","200","9999"
"DROP","0","0","0","0","0","2042","105302","240","9999"
"DROP","0","0","0","0","0","2042","105402","240","9999"
"DROP","0","0","0","0","0","2042","105502","120","9999"
"DROP","0","0","0","0","0","2042","105602","70","9999"
"DROP","0","0","0","0","0","2043","105103","80","9999"
"DROP","0","0","0","0","0","2043","105203","200","9999"
"DROP","0","0","0","0","0","2043","105303","240","9999"
"DROP","0","0","0","0","0","2043","105403","240","9999"
"DROP","0","0","0","0","0","2043","105503","120","9999"
"DROP","0","0","0","0","0","2043","105603","70","9999"
"DROP","0","0","0","0","0","2044","105104","80","9999"
"DROP","0","0","0","0","0","2044","105204","200","9999"
"DROP","0","0","0","0","0","2044","105304","240","9999"
"DROP","0","0","0","0","0","2044","105404","240","9999"
"DROP","0","0","0","0","0","2044","105504","120","9999"
"DROP","0","0","0","0","0","2044","105604","70","9999"
"DROP","0","0","0","0","0","2045","105105","80","9999"
"DROP","0","0","0","0","0","2045","105205","200","9999"
"DROP","0","0","0","0","0","2045","105305","240","9999"
"DROP","0","0","0","0","0","2045","105405","240","9999"
"DROP","0","0","0","0","0","2045","105505","120","9999"
"DROP","0","0","0","0","0","2045","105605","70","9999"
"DROP","0","0","0","0","0","2046","105106","80","9999"
"DROP","0","0","0","0","0","2046","105206","200","9999"
"DROP","0","0","0","0","0","2046","105306","240","9999"
"DROP","0","0","0","0","0","2046","105406","240","9999"
"DROP","0","0","0","0","0","2046","105506","120","9999"
"DROP","0","0","0","0","0","2046","105606","70","9999"
"DROP","0","0","0","0","0","2047","105107","80","9999"
"DROP","0","0","0","0","0","2047","105207","200","9999"
"DROP","0","0","0","0","0","2047","105307","240","9999"
"DROP","0","0","0","0","0","2047","105407","240","9999"
"DROP","0","0","0","0","0","2047","105507","120","9999"
"DROP","0","0","0","0","0","2047","105607","70","9999"
"DROP","0","0","0","0","0","2048","105108","80","9999"
"DROP","0","0","0","0","0","2048","105208","200","9999"
"DROP","0","0","0","0","0","2048","105308","240","9999"
"DROP","0","0","0","0","0","2048","105408","240","9999"
"DROP","0","0","0","0","0","2048","105508","120","9999"
"DROP","0","0","0","0","0","2048","105608","70","9999"
"DROP","0","0","0","0","0","2049","105109","80","9999"
"DROP","0","0","0","0","0","2049","105209","200","9999"
"DROP","0","0","0","0","0","2049","105309","240","9999"
"DROP","0","0","0","0","0","2049","105409","240","9999"
"DROP","0","0","0","0","0","2049","105509","120","9999"
"DROP","0","0","0","0","0","2049","105609","70","9999"
"DROP","0","0","0","0","0","2050","105110","80","9999"
"DROP","0","0","0","0","0","2050","105210","200","9999"
"DROP","0","0","0","0","0","2050","105310","240","9999"
"DROP","0","0","0","0","0","2050","105410","240","9999"
"DROP","0","0","0","0","0","2050","105510","120","9999"
"DROP","0","0","0","0","0","2050","105610","70","9999"
"DROP","0","0","0","0","0","2101","2001","5000","9999"
"DROP","0","0","0","0","0","2101","2001","3000","9999"
"DROP","0","0","0","0","0","2101","2001","2000","9999"
"DROP","0","0","0","0","0","2101","2001","1000","9999"
"DROP","0","0","0","0","0","2102","2002","5000","9999"
"DROP","0","0","0","0","0","2102","2002","3000","9999"
"DROP","0","0","0","0","0","2102","2002","2000","9999"
"DROP","0","0","0","0","0","2102","2002","1000","9999"
"DROP","0","0","0","0","0","2103","2003","5000","9999"
"DROP","0","0","0","0","0","2103","2003","3000","9999"
"DROP","0","0","0","0","0","2103","2003","2000","9999"
"DROP","0","0","0","0","0","2103","2003","1000","9999"
"DROP","0","0","0","0","0","2104","2004","5000","9999"
"DROP","0","0","0","0","0","2104","2004","3000","9999"
"DROP","0","0","0","0","0","2104","2004","2000","9999"
"DROP","0","0","0","0","0","2104","2004","1000","9999"
"DROP","0","0","0","0","0","2105","2005","5000","9999"
"DROP","0","0","0","0","0","2105","2005","3000","9999"
"DROP","0","0","0","0","0","2105","2005","2000","9999"
"DROP","0","0","0","0","0","2105","2005","1000","9999"
"DROP","0","0","0","0","0","2106","2006","5000","9999"
"DROP","0","0","0","0","0","2106","2006","3000","9999"
"DROP","0","0","0","0","0","2106","2006","2000","9999"
"DROP","0","0","0","0","0","2106","2006","1000","9999"
"DROP","0","0","0","0","0","2107","2007","5000","9999"
"DROP","0","0","0","0","0","2107","2007","3000","9999"
"DROP","0","0","0","0","0","2107","2007","2000","9999"
"DROP","0","0","0","0","0","2107","2007","1000","9999"
"DROP","0","0","0","0","0","2201","2011","5250","9999"
"DROP","0","0","0","0","0","2201","2011","3200","9999"
"DROP","0","0","0","0","0","2201","2011","2150","9999"
"DROP","0","0","0","0","0","2201","2011","1050","9999"
"DROP","0","0","0","0","0","2202","2012","5250","9999"
"DROP","0","0","0","0","0","2202","2012","3200","9999"
"DROP","0","0","0","0","0","2202","2012","2150","9999"
"DROP","0","0","0","0","0","2202","2012","1050","9999"
"DROP","0","0","0","0","0","2203","2013","5250","9999"
"DROP","0","0","0","0","0","2203","2013","3200","9999"
"DROP","0","0","0","0","0","2203","2013","2150","9999"
"DROP","0","0","0","0","0","2203","2013","1050","9999"
"DROP","0","0","0","0","0","2204","2014","5250","9999"
"DROP","0","0","0","0","0","2204","2014","3200","9999"
"DROP","0","0","0","0","0","2204","2014","2150","9999"
"DROP","0","0","0","0","0","2204","2014","1050","9999"
"DROP","0","0","0","0","0","2205","2015","5250","9999"
"DROP","0","0","0","0","0","2205","2015","3200","9999"
"DROP","0","0","0","0","0","2205","2015","2150","9999"
"DROP","0","0","0","0","0","2205","2015","1050","9999"
"DROP","0","0","0","0","0","2301","2021","5500","9999"
"DROP","0","0","0","0","0","2301","2021","3400","9999"
"DROP","0","0","0","0","0","2301","2021","2300","9999"
"DROP","0","0","0","0","0","2301","2021","1100","9999"
"DROP","0","0","0","0","0","2302","2022","5500","9999"
"DROP","0","0","0","0","0","2302","2022","3400","9999"
"DROP","0","0","0","0","0","2302","2022","2300","9999"
"DROP","0","0","0","0","0","2302","2022","1100","9999"
"DROP","0","0","0","0","0","2303","2023","5500","9999"
"DROP","0","0","0","0","0","2303","2023","3400","9999"
"DROP","0","0","0","0","0","2303","2023","2300","9999"
"DROP","0","0","0","0","0","2303","2023","1100","9999"
"DROP","0","0","0","0","0","2304","2024","5500","9999"
"DROP","0","0","0","0","0","2304","2024","3400","9999"
"DROP","0","0","0","0","0","2304","2024","2300","9999"
"DROP","0","0","0","0","0","2304","2024","1100","9999"
"DROP","0","0","0","0","0","2305","2025","5500","9999"
"DROP","0","0","0","0","0","2305","2025","3400","9999"
"DROP","0","0","0","0","0","2305","2025","2300","9999"
"DROP","0","0","0","0","0","2305","2025","1100","9999"
"DROP","0","0","0","0","0","2306","2026","5500","9999"
"DROP","0","0","0","0","0","2306","2026","3400","9999"
"DROP","0","0","0","0","0","2306","2026","2300","9999"
"DROP","0","0","0","0","0","2306","2026","1100","9999"
"DROP","0","0","0","0","0","2307","2027","5500","9999"
"DROP","0","0","0","0","0","2307","2027","3400","9999"
"DROP","0","0","0","0","0","2307","2027","2300","9999"
"DROP","0","0","0","0","0","2307","2027","1100","9999"
"DROP","0","0","0","0","0","2308","2028","5500","9999"
"DROP","0","0","0","0","0","2308","2028","3400","9999"
"DROP","0","0","0","0","0","2308","2028","2300","9999"
"DROP","0","0","0","0","0","2308","2028","1100","9999"
"DROP","0","0","0","0","0","2309","2029","5500","9999"
"DROP","0","0","0","0","0","2309","2029","3400","9999"
"DROP","0","0","0","0","0","2309","2029","2300","9999"
"DROP","0","0","0","0","0","2309","2029","1100","9999"
"DROP","0","0","0","0","0","2310","2030","5500","9999"
"DROP","0","0","0","0","0","2310","2030","3400","9999"
"DROP","0","0","0","0","0","2310","2030","2300","9999"
"DROP","0","0","0","0","0","2310","2030","1100","9999"
"DROP","0","0","0","0","0","2401","2031","5750","9999"
"DROP","0","0","0","0","0","2401","2031","3600","9999"
"DROP","0","0","0","0","0","2401","2031","2400","9999"
"DROP","0","0","0","0","0","2401","2031","1150","9999"
"DROP","0","0","0","0","0","2402","2032","5750","9999"
"DROP","0","0","0","0","0","2402","2032","3600","9999"
"DROP","0","0","0","0","0","2402","2032","2400","9999"
"DROP","0","0","0","0","0","2402","2032","1150","9999"
"DROP","0","0","0","0","0","2403","2033","5750","9999"
"DROP","0","0","0","0","0","2403","2033","3600","9999"
"DROP","0","0","0","0","0","2403","2033","2400","9999"
"DROP","0","0","0","0","0","2403","2033","1150","9999"
"DROP","0","0","0","0","0","2404","2034","5750","9999"
"DROP","0","0","0","0","0","2404","2034","3600","9999"
"DROP","0","0","0","0","0","2404","2034","2400","9999"
"DROP","0","0","0","0","0","2404","2034","1150","9999"
"DROP","0","0","0","0","0","2405","2035","5750","9999"
"DROP","0","0","0","0","0","2405","2035","3600","9999"
"DROP","0","0","0","0","0","2405","2035","2400","9999"
"DROP","0","0","0","0","0","2405","2035","1150","9999"
"DROP","0","0","0","0","0","2406","2036","5750","9999"
"DROP","0","0","0","0","0","2406","2036","3600","9999"
"DROP","0","0","0","0","0","2406","2036","2400","9999"
"DROP","0","0","0","0","0","2406","2036","1150","9999"
"DROP","0","0","0","0","0","2407","2037","5750","9999"
"DROP","0","0","0","0","0","2407","2037","3600","9999"
"DROP","0","0","0","0","0","2407","2037","2400","9999"
"DROP","0","0","0","0","0","2407","2037","1150","9999"
"DROP","0","0","0","0","0","2408","2038","5750","9999"
"DROP","0","0","0","0","0","2408","2038","3600","9999"
"DROP","0","0","0","0","0","2408","2038","2400","9999"
"DROP","0","0","0","0","0","2408","2038","1150","9999"
"DROP","0","0","0","0","0","2409","2039","5750","9999"
"DROP","0","0","0","0","0","2409","2039","3600","9999"
"DROP","0","0","0","0","0","2409","2039","2400","9999"
"DROP","0","0","0","0","0","2409","2039","1150","9999"
"DROP","0","0","0","0","0","2410","2040","5750","9999"
"DROP","0","0","0","0","0","2410","2040","3600","9999"
"DROP","0","0","0","0","0","2410","2040","2400","9999"
"DROP","0","0","0","0","0","2410","2040","1150","9999"
"DROP","0","0","0","0","0","2501","2041","6000","9999"
"DROP","0","0","0","0","0","2501","2041","3800","9999"
"DROP","0","0","0","0","0","2501","2041","2550","9999"
"DROP","0","0","0","0","0","2501","2041","1200","9999"
"DROP","0","0","0","0","0","2502","2042","6000","9999"
"DROP","0","0","0","0","0","2502","2042","3800","9999"
"DROP","0","0","0","0","0","2502","2042","2550","9999"
"DROP","0","0","0","0","0","2502","2042","1200","9999"
"DROP","0","0","0","0","0","2503","2043","6000","9999"
"DROP","0","0","0","0","0","2503","2043","3800","9999"
"DROP","0","0","0","0","0","2503","2043","2550","9999"
"DROP","0","0","0","0","0","2503","2043","1200","9999"
"DROP","0","0","0","0","0","2504","2044","6000","9999"
"DROP","0","0","0","0","0","2504","2044","3800","9999"
"DROP","0","0","0","0","0","2504","2044","2550","9999"
"DROP","0","0","0","0","0","2504","2044","1200","9999"
"DROP","0","0","0","0","0","2505","2045","6000","9999"
"DROP","0","0","0","0","0","2505","2045","3800","9999"
"DROP","0","0","0","0","0","2505","2045","2550","9999"
"DROP","0","0","0","0","0","2505","2045","1200","9999"
"DROP","0","0","0","0","0","2506","2046","6000","9999"
"DROP","0","0","0","0","0","2506","2046","3800","9999"
"DROP","0","0","0","0","0","2506","2046","2550","9999"
"DROP","0","0","0","0","0","2506","2046","1200","9999"
"DROP","0","0","0","0","0","2507","2047","6000","9999"
"DROP","0","0","0","0","0","2507","2047","3800","9999"
"DROP","0","0","0","0","0","2507","2047","2550","9999"
"DROP","0","0","0","0","0","2507","2047","1200","9999"
"DROP","0","0","0","0","0","2508","2048","6000","9999"
"DROP","0","0","0","0","0","2508","2048","3800","9999"
"DROP","0","0","0","0","0","2508","2048","2550","9999"
"DROP","0","0","0","0","0","2508","2048","1200","9999"
"DROP","0","0","0","0","0","2509","2049","6000","9999"
"DROP","0","0","0","0","0","2509","2049","3800","9999"
"DROP","0","0","0","0","0","2509","2049","2550","9999"
"DROP","0","0","0","0","0","2509","2049","1200","9999"
"DROP","0","0","0","0","0","2510","2050","6000","9999"
"DROP","0","0","0","0","0","2510","2050","3800","9999"
"DROP","0","0","0","0","0","2510","2050","2550","9999"
"DROP","0","0","0","0","0","2510","2050","1200","9999"
"DROP","0","0","0","0","0","7001","70001","10000","9999"
"DROP","0","0","0","0","0","7002","70001","7000","9999"
"DROP","0","0","0","0","0","7002","70002","3000","9999"
"DROP","0","0","0","0","0","7003","70001","4000","9999"
"DROP","0","0","0","0","0","7003","70002","4000","9999"
"DROP","0","0","0","0","0","7003","70003","2000","9999"
"DROP","0","0","0","0","0","7004","70001","3000","9999"
"DROP","0","0","0","0","0","7004","70002","3000","9999"
"DROP","0","0","0","0","0","7004","70003","3000","9999"
"DROP","0","0","0","0","0","7004","70004","1000","9999"
"DROP","0","0","0","0","0","7011","70010","10","9999"
"DROP","0","0","0","0","0","7011","70007","100","9999"
"DROP","0","0","0","0","0","7011","70008","500","9999"
"DROP","0","0","0","0","0","7011","70014","500","9999"
"DROP","0","0","0","0","0","7011","70009","1000","9999"
"DROP","0","0","0","0","0","7011","70005","2500","9999"
"DROP","0","0","0","0","0","7011","70006","2500","9999"
"DROP","0","0","0","0","0","7011","70001","1300","9999"
"DROP","0","0","0","0","0","7011","70002","950","9999"
"DROP","0","0","0","0","0","7011","70003","500","9999"
"DROP","0","0","0","0","0","7011","70004","140","9999"
"DROP","0","0","0","0","0","7012","70011","10","9999"
"DROP","0","0","0","0","0","7012","70007","100","9999"
"DROP","0","0","0","0","0","7012","70008","500","9999"
"DROP","0","0","0","0","0","7012","70014","500","9999"
"DROP","0","0","0","0","0","7012","70009","1000","9999"
"DROP","0","0","0","0","0","7012","70005","2500","9999"
"DROP","0","0","0","0","0","7012","70006","2500","9999"
"DROP","0","0","0","0","0","7012","70001","1300","9999"
"DROP","0","0","0","0","0","7012","70002","950","9999"
